4043|308|"vt3_Ikaalinen_Teikangas_Opt"
4044|309|"vt12_Sastamala_Kärppälä_Opt"
4045|310|"vt4_Heinola_Vierumäki_Opt2"
4046|311|"vt4_Sysmä_Onkiniemi_Opt1"
4047|312|"vt2_Humppila_Koenjoki_Opt"
4048|313|"vt3_Valkeakoski_Jutikkala_Opt"
4049|314|"vt3_Lempäälä_Lippo_Opt"
4050|315|"vt3_Lempäälä_Kulju_Opt1"
4051|316|"vt3_Parkano_Lamminkoski_Opt"
4052|317|"vt4_Hollola_Miekkiö_Opt2"
4053|318|"vt9_Akaa_Kylmäkoski_Opt"
4055|319|"vt10_Tammela_Heinivaho_Opt"
4056|320|"vt11_Nokia_Sorrinlammi_Opt"
4057|321|"vt12_Tre_Paasikiventie_Opt"
4058|322|"vt12_Tampere_Atala_Opt"
4059|323|"vt12_Pälkäne_Kollolanharju_Opt"
4060|324|"vt12_Hämeenlinna_Hauho_Opt"
4061|325|"vt12_Hollola_Hämeenkoski_Opt"
4062|326|"kt66_Ruovesi_Ruojärvi_Opt"
4063|327|"vt3_Pirkkala_Huovi_Opt2"
4064|328|"yt3495_Tampere_Rautaharkko_R"
4065|329|"yt3495_Tampere_Rautaharkko_Opt"
4066|921|"vt4_Hartola_Kettuvuori_1"
4067|981|"vt4_Hartola_Kettuvuori_Opt2"
4068|1743|"vt9_Orivesi_Leppähammas_Opt1"
4069|1904|"NEW_vt10_Hämeenlinna_Eteläinen_1"
4070|1884|"NEW_vt10_Hämeenlinna_Eteläinen_Opt1"
5001|330|"vt6_Kouvola_Elimäki_1"
5002|331|"OLD_vt6_Utti"
5004|332|"vt6_Imatra_Rönkkä_R"
5005|333|"vt6_Parikkala_Rautalahti_R"
5006|334|"vt13_Mikkeli_Kauriansalmi_R"
5007|335|"vt6_Luumäki_kko_1"
5008|336|"vt6_Lappeenranta_Mälkiä_R"
5009|337|"vt12_Iitti_Mankala_R"
5010|338|"OLD_vt7_Pyhtään_Kk_R"
5011|339|"st170_Virolahti_Virojoki_R"
5012|340|"vt15_Kotka_Juurikorpi_R"
5013|341|"vt26_Hamina_Pyhältö_R"
5014|342|"st387_Lappeenranta_Ylämaa_R"
5015|343|"vt13_Savitaipale_Ellosenpää_R"
5016|344|"vt6_Kouvola_Utti_YPS"
5017|345|"OLD_Viipuri"
5018|346|"OLD_vt6_Utti_O"
5019|347|"vt6_Kouvola_Utti_YPS_Opt2"
5020|348|"vt6_Imatra_Rönkkä_Opt"
5021|349|"vt6_Luumäki_kko_Opt1"
5022|350|"vt13_Mikkeli_Kauriansalmi_Opt"
5023|351|"vt15_Kotka_Juurikorpi_Opt"
5024|352|"vt13_Savitaipale_Ellosenpää_Opt"
5025|353|"vt26_Hamina_Pyhältö_Opt"
5026|354|"vt6_Imatra_Rönkkä_O"
5027|961|"vt7_Vaalimaa_rekkaparkki_1"
5028|1043|"vt7_Vaalimaa_rekkaparkki_2"
5029|1061|"vt7_Vaalimaa_rekkaparkki_Opt1"
5030|1165|"vt7_Vaalimaa_rekkaparkki_Opt2"
6001|355|"vt4_Heinola_Vierumäki_1"
6002|356|"vt5_Mäntyharju_Toivola_R"
6003|357|"vt5_Juva_Nuutilanmäki_R"
6004|358|"vt4_Sysmä_Onkiniemi_1"
6005|359|"vt5_Joroinen_Puunkolo_R"
6006|360|"vt14_Rantasalmi_Parkumäki_R"
6007|361|"vt15_Mäntyharju_Tommola_R"
6008|362|"vt23_Heinävesi_Suurmäki_R"
6009|363|"vt23_Pieksämäki_Siikamäki_R"
6010|364|"vt13_Mikkeli_Läsänkoski_R"
6011|365|"st435_Sulkava_Pieksuu_K"
6012|366|"vt5_Mikkeli_Opt1"
6013|367|"vt5_Pertunmaa_Kuortti_Opt"
6014|368|"vt5_Juva_Nuutilanmäki_Opt"
6015|369|"vt5_Joroinen_Puunkolo_Opt"
6016|370|"vt23_Heinävesi_Lamminpää_K"
6017|371|"vt14_Savonlinna_Kulennoinen_Opt_02"
6018|372|"vt15_Mäntyharju_Tommola_Opt_02"
6019|373|"vt14_Savonlinna_Kyrönsalmen_silta_Opt2"
6020|374|"vt5_Mäntyharju_Toivola_Opt_02"
6021|375|"vt13_Kangasniemi_Häppälä_Opt"
6022|376|"vt14_Rantasalmi_Parkumäki_Opt"
6023|377|"vt14_Savonlinna_Hevonpäänniemi_R"
6024|378|"vt14_Savonlinna_Hevonpäänniemi_Opt1"
6025|379|"vt14_Savonlinna_Hevonpäänniemi_Opt2"
6026|801|"vt5_Mikkeli_Opt2"
6027|1983|"OLD_vt14_Savonlinna_Laitaatsalmi_silta_K"
6028|1984|"vt14_Savonlinna_Laitaatsalmi_silta_Opt1"
6029|2003|"vt14_Savonlinna_Laitaatsalmi_silta_Opt2"
7001|380|"vt6_Kontiolahti_Lehmo_R"
7002|381|"vt6_Kitee_Kesälahti_R"
7003|382|"vt9_Liperi_Ahonkylä_R"
7004|383|"kt73_Lieksa_Mökkivaara_R"
7005|384|"vt6_Tohmajärvi_Vinska_R"
7006|385|"vt6_Juuka_Räksiinalava_R"
7007|386|"vt6_Valtimo_Nurmes_R"
7008|387|"kt74_Ilomantsi_Marjovaara_R"
7009|388|"vt9_Liperi_Ylämylly_1"
7010|389|"st502_Liperi_Ylämylly_1_S"
7011|390|"vt9_Tohmajärvi_Värtsilä_R"
7012|391|"vt9_Liperi_Käsämä_R"
7013|392|"vt9_Liperi_Käsämä_O"
7014|393|"vt6_Joensuu_Tikkala_R"
7015|394|"kt73_Eno_Louhioja_R"
7016|395|"st522_Ilomantsi_Hattuvaara_K"
7017|396|"kt71_Kitee_Väärämäki_K"
7018|397|"vt6_Joensuu_1"
7019|398|"kt75_Nurmes_Mujejärvi_R"
7020|399|"vt6_Joensuu_Tikkala_Opt"
7021|400|"vt6_Kontiolahti_Lehmo_Opt"
7022|401|"vt9_Liperi_Ylämylly_Opt2"
7023|402|"vt9_Liperi_Ahonkylä_Opt"
7024|403|"st524_Lieksa_Nurmijärvi_K"
7025|404|"st522_Lieksa_Hatunkylä_K"
7026|405|"st500_Joensuu_Hoilola_K"
7027|406|"vt9_Liperi_Käsämä_Opt"
7028|407|"kt73_Eno_Louhioja_Opt"
7029|408|"vt6_Joensuu_Opt1"
7030|409|"vt6_Joensuu_Opt2"
7031|410|"vt6_Kitee_Kousa_Opt"
7032|411|"kt73_Lieksa_Vieki_K"
7033|412|"vt6_Joensuu_Pekkalan_silta_Opt"
7034|413|"yt5200_Lieksa_Jaakonvaara_K"
7035|414|"vt6_Tohmajärvi_Vinska_Opt"
